SUKUNIMI;YHTEENSÄ
Sandholm;529
Heiska;528
Häkkilä;528
Koivikko;528
Granroth;527
Lehmus;527
Viik;527
Rönn;526
Valkeinen;526
Somero;525
Tokola;525
Janhonen;524
Pirnes;524
Pölkki;523
Vuorisalo;523
Kuukka;522
Palojärvi;522
Soukka;522
Palmroos;521
Rintanen;521
Vettenranta;521
Wickström;521
Winter;521
Olsson;520
Ranki;520
Terävä;520
Vilhunen;520
Hurri;519
Koukkari;519
Sahlberg;519
Hiljanen;518
Savonen;518
Siirilä;518
Örn;518
Hannila;517
Meronen;517
Silvola;517
Iivanainen;516
Jarva;516
Säteri;516
Huikuri;515
Ikäheimonen;514
Svahn;514
Auranen;513
Körkkö;513
Lavonen;513
Maukonen;513
Niemenmaa;513
Savinainen;513
Harjunen;512
Piira;512
Pykäläinen;512
Salakka;512
Kokkola;511
Malkamäki;511
Pajarinen;511
Palin;511
Pyy;511
Niska;510
Saaranen;510
Viitasalo;510
Arminen;509
Maunu;509
Hörkkö;508
Grundström;507
Niinikoski;507
Puskala;507
Ojalehto;506
Hilden;505
Hagelberg;504
Havia;504
Kyrö;504
Lohilahti;504
Heikka;503
Junno;503
Kurppa;503
Paakkinen;503
Siirtola;503
Wahlroos;503
Aromaa;502
Heikkala;502
Mänty;502
Raudaskoski;502
Kallonen;501
Lätti;501
Matikka;501
Murtonen;501
Perkkiö;501
Saarimäki;501
Vähäsöyrinki;501
Österholm;501
Hjelt;500
Hytti;500
Mäkäräinen;500
Sarin;500
Valve;500
Rautakoski;499
Kotila;498
Kurttila;498
Rahko;498
Ihamäki;497
Kontiainen;497
Hekkala;495
Kalliola;495
Krook;495
Lindroth;495
Granberg;494
Rentola;494
Rönnqvist;494
Siitari;494
Orpana;493
Rikkonen;493
Savikko;493
Stenvall;493
Tolppanen;493
Åman;493
Aura;492
Carlsson;491
Jakonen;491
Lahikainen;491
Mård;491
Pakanen;491
Silvonen;491
Arvonen;490
Hannus;490
Isola;490
Juslin;490
Keisala;490
Kylmälä;490
Ahlberg;489
Henttinen;489
Haaparanta;488
Pelli;488
Kuismin;487
Kullberg;487
Viinanen;487
Bruun;485
Haapsaari;485
Isopahkala;485
Kuru;485
Lindvall;485
Masalin;485
Nevanperä;485
Nikunen;485
Koskiniemi;484
Kouhia;484
Löfgren;484
Salenius;484
Lehtovirta;483
Airola;482
Haglund;482
Lundgren;482
Mujunen;482
Mannermaa;481
Pirttimäki;481
Isokääntä;480
Kaksonen;480
Lehtikangas;480
Siipola;480
Peltokorpi;479
Tukia;478
Venho;478
Kamula;477
Kerola;477
Lahtonen;477
Myllymaa;477
Ranne;477
Strand;477
Suikki;477
Uosukainen;477
Veteläinen;477
Komu;475
Lyyra;475
Forssell;474
Hilli;474
Valonen;474
Veijola;474
Kallionpää;473
Purmonen;473
Tuikka;473
Abdi;472
Danielsson;472
Humalajoki;472
Lappeteläinen;472
Polvinen;472
Vepsä;472
Iltanen;471
Petäjäjärvi;471
Wessman;471
Arffman;470
Koivusaari;470
Mahlamäki;470
Kokkinen;469
Lesonen;469
Sohlman;469
Westerberg;469
Grankulla;468
Hietalahti;468
Kotajärvi;468
Lundén;468
Vesanto;468
Hannukainen;467
Hätönen;467
Jumppanen;467
Kammonen;467
Kirjonen;467
Laurell;467
Pulkkanen;467
Susi;467
Vastamäki;467
Ahti;466
Marjamaa;465
Soronen;465
Ainasoja;464
Vallin;464
Taipalus;463
Oikarainen;462
Pohja;462
Isokoski;461
Järviö;461
Juusela;460
Löytynoja;460
Mäensivu;460
Nordling;460
Sikanen;460
Ahlskog;459
Lainio;459
Ritala;459
Sjöman;459
Tienhaara;459
Väkeväinen;459
Holmqvist;458
Kiiskilä;458
Kohtala;458
Levo;458
Tepponen;458
Fors;457
Raassina;457
Siiskonen;457
Kuukasjärvi;456
Saavalainen;456
Piri;455
Udd;455
Lönnroth;454
Meskanen;454
Hägg;453
Miinalainen;453
Ruokamo;453
Tapper;452
Hasu;450
Reini;450
Sorvisto;450
Hyytiä;449
Ignatius;449
Palander;449
Rauma;449
Ruohola;449
Ruohomäki;449
Turja;449
Haikarainen;448
Kariniemi;448
Kämppi;448
Ruuth;448
Volanen;448
Juhala;447
Jukarainen;447
Kahelin;447
Kiviluoma;446
Leponiemi;446
Kivekäs;445
Starck;445
Lehtelä;444
Temonen;444
Vuoti;444
Enlund;443
Haimi;443
Kotamäki;443
Sieppi;443
Tyynelä;443
Haikola;442
Ikäläinen;442
Jämsén;442
Lamminaho;442
Liski;442
Yrjänä;441
Mettovaara;440
Miikkulainen;440
Haapa-aho;439
Kiili;439
Olander;439
Winberg;439
Kiukas;438
Laulainen;438
Möller;438
Peurala;438
Sirola;437
Väinölä;437
Hoffrén;436
Jortikka;436
Kellokoski;436
Le;436
Liljeström;436
Mustalahti;436
Mäyrä;436
Slotte;436
Heinämäki;435
Honkasalo;435
Rytilahti;435
Kelloniemi;434
Koskimies;434
Raittila;434
Iivari;433
Kalenius;433
Kaunismäki;433
Raittinen;433
Siljander;433
Kortesalmi;432
Lautala;432
Lukka;432
Vilkki;432
Vimpari;432
Dufva;431
Hussein;431
Kestilä;431
Klasila;431
Laihonen;431
Relander;431
Tihinen;431
Halkola;430
Pokela;430
Salokangas;430
Tanhuanpää;430
Järvelin;429
Kaarlela;429
Kykkänen;429
Luhtanen;429
Luoma-aho;429
Kultanen;428
Panula;428
Lakso;427
Mällinen;427
Rusi;427
Sokka;427
Sundelin;427
Teikari;427
Vaahtera;426
Engman;425
Sahlman;425
Törnroos;425
Castrén;424
Heiskari;424
Närvänen;424
Rantasalo;424
Wilén;423
Löfman;422
Tammilehto;422
Tyyskä;422
Hautakoski;421
Hietakangas;421
Lehtisalo;421
Malila;421
Ratinen;421
Silén;421
Tallberg;421
Alakoski;420
Grahn;420
Hammar;420
Vuokila;420
Ålander;420
Jokiaho;419
Jokisalo;419
Jurmu;419
Haapoja;418
Lindman;418
Stenfors;418
Sulin;418
Jämsen;417
Lammela;417
Marjakangas;417
Skogberg;417
Helén;416
Hätinen;416
Kuismanen;416
Sinervo;416
Vuorenpää;416
Flinkman;415
Pihlava;415
Ritari;415
Wahlberg;415
Perätalo;414
Väkiparta;414
Kuhmonen;413
Mursu;413
Mutka;413
Pallari;413
Aitto-oja;412
Karinen;412
Kittilä;412
Vilander;412
Åkerman;412
Ahlström;411
Kosola;411
Pirttijärvi;411
Tallqvist;411
Virkkula;411
Astikainen;410
Kuivanen;410
Leppäkoski;410
Luukko;410
Sutela;410
Söderberg;410
Iivarinen;409
Jänkälä;409
Kaukinen;409
Kokkoniemi;409
Orre;409
Hartman;408
Kytö;408
Raiskio;408
Silfver;408
Tuominiemi;408
Villman;408
Hägglund;407
Ilkka;407
Jolkkonen;407
Palmgren;407
Pettinen;407
Pitkäranta;407
Simolin;407
Syri;407
Kajava;406
Koivumaa;406
Rasimus;405
Sivén;405
Talonen;405
Timperi;405
Äijö;405
Göös;404
Kaipiainen;404
Moberg;404
Puurtinen;404
Vattulainen;404
Inkilä;403
Joutsen;403
Saine;403
Stenholm;403
Teräs;403
Toivio;403
Holmlund;402
Karjula;402
Kenttälä;402
Enroth;401
Airas;400
Koiranen;400
Kotanen;400
Kääriä;400
Pasma;400
Somppi;400
Willberg;400
Hintsanen;399
Hotakainen;399
Juujärvi;399
Kivikoski;399
Lustig;399
Schwartz;399
Varila;399
Harmaala;398
Huupponen;398
Käppi;398
Ravantti;398
Haajanen;397
Halmela;397
Hirvikoski;397
Kumpumäki;397
Lehmonen;397
Björkskog;395
Lantta;395
Majaniemi;395
Oravainen;395
Puonti;395
Sikiö;394
Sistonen;394
Svärd;393
Vidgren;393
Hovila;392
Kaarre;392
Korolainen;392
Muranen;392
Raninen;392
Kangasmäki;391
Vehmanen;391
Verho;391
Liikkanen;390
Mertala;390
Autere;389
Fält;389
Hansson;389
Jormakka;389
Packalén;389
Ratia;389
Tommola;389
Hattunen;388
Hihnala;388
Korjus;388
Laukkarinen;388
Olenius;388
Ursin;388
Palovaara;387
Pirkola;386
Tourunen;386
Luiro;385
Pietarila;385
Pousi;385
Risku;385
Saha;385
Brander;384
Collin;384
Jurvelin;384
Glad;383
Levonen;383
Palenius;383
Partinen;383
Pinola;383
Syrjäläinen;383
Vähä;383
Bergholm;382
Kuokka;382
Maja;382
Moisanen;382
Pekkonen;382
Säilä;382
Toivainen;382
Dahlberg;381
Pessi;381
Saloniemi;381
Uronen;381
Hietaharju;380
Koskimaa;380
Lehtosaari;380
Myllyoja;380
Strengell;380
Vakkuri;380
Veikkolainen;380
Korteniemi;379
Lemmetyinen;379
Welling;379
Alaluusua;378
Hannikainen;378
Meriluoto;378
Pulkka;378
Raussi;378
Singh;378
Vaattovaara;378
Vienonen;378
Grönstrand;377
Hernesniemi;377
Holmi;377
Impiö;377
Kattilakoski;377
Mero;377
Outinen;377
Patronen;377
Sariola;377
Toppari;377
Winqvist;377
Kamunen;376
Kehusmaa;376
Kylänpää;376
Suontausta;376
Tampio;376
Tiirikainen;376
Junkkari;375
Kähönen;375
Rahunen;375
Vähämaa;375
Rasmus;374
Sarja;374
Välilä;374
Pokkinen;373
Svensson;373
Haikara;372
Hast;372
Häikiö;372
Kilpiö;372
Laasanen;372
Rahikka;372
Salmijärvi;372
Vitikka;372
Horttanainen;371
Komppa;371
Kousa;371
Kuorikoski;371
Laakko;371
Rostedt;371
Limnell;370
Wilenius;370
Vähäsarja;370
Grönvall;369
Kouvalainen;369
Kyröläinen;369
Oksala;369
Tahkola;369
Koivuluoma;368
Pohjanen;368
Purho;368
Ämmälä;368
Ahvonen;367
Lattu;367
Pylkkönen;367
Ruonala;367
Varjo;367
Vasama;367
Vilppola;367
Hartonen;366
Jaara;366
Merivirta;366
Sorvoja;366
Vesterlund;366
Kyyhkynen;365
Olkinuora;365
Veikkola;365
Kaija;364
Lyly;364
Mälkiä;364
Riutta;364
Ryyppö;364
Selkälä;364
Alamäki;363
Kerminen;363
Knuuti;363
Kreivi;363
Käki;363
Luokkala;363
Lääperi;363
Monto;363
Sarén;363
Sipinen;363
From;362
Rakkolainen;362
Röntynen;362
Stenbäck;362
Urpilainen;362
Bärlund;361
Nuora;361
Smith;361
Tani;361
Kangasluoma;360
Liuska;360
Mustaniemi;360
Fabritius;359
Jyrkinen;359
Kempas;359
Kovero;359
Kunelius;359
Lemström;359
Myllyaho;359
Naakka;359
Nummila;359
Pirkkalainen;359
Pirttilä;359
Stark;359
Koskenniemi;358
Kotro;358
Pihl;357
Rousu;357
Tiikkainen;357
Torppa;357
Vänttilä;357
Frilander;356
Ketolainen;356
Aholainen;355
Partti;355
Pulkki;355
Himanka;354
Koskenkorva;354
Löf;354
Mellin;354
Pihlainen;354
Pirttimaa;354
Lallukka;353
Nikkari;353
Partala;353
Peteri;353
Riihinen;353
Asunmaa;352
Fellman;352
Jaako;352
Kaukoranta;352
Saukkoriipi;352
Södergård;352
Vienola;352
Aittola;351
Häkkänen;351
Kasanen;351
Valjus;351
Kemiläinen;350
Puolitaival;350
Rekonen;350
Riikola;350
Sillman;350
Alitalo;349
Oranen;349
Pantsar;349
Vanne;349
Majamäki;348
Ahlstedt;347
Dahlgren;347
Harri;347
Klemets;347
Mickelsson;347
Grön;346
Hopia;346
Salokannel;346
Sjöroos;346
Suihko;346
Ylijoki;346
Hakanpää;345
Huurinainen;345
Merinen;345
Paljakka;345
Paloheimo;345
Hahl;344
Hurmerinta;344
Kaisto;344
Lehkonen;344
Pienimäki;344
Rönnholm;344
Siimes;344
Yletyinen;344
Elovaara;343
Puolakanaho;343
Säisä;343
Tiikkaja;343
Tontti;343
Wasenius;343
Flinck;342
Hauhia;342
Jääskö;342
Kuukkanen;342
Perttilä;342
Pukki;342
Bäcklund;341
Cederberg;341
Ellonen;341
Hietamies;341
Kaukola;341
Timlin;341
Ågren;341
Byman;340
Hansen;340
Kaarela;340
Molander;340
Myllärinen;340
Pham;340
Tuomivaara;340
Vallenius;340
Dahlman;339
Ekberg;339
Hermunen;339
Kultalahti;339
Niinistö;339
Hauta-aho;338
Hokka;338
Liikala;338
Pyrhönen;338
Hakomäki;337
Kellokumpu;337
Majanen;337
Nikki;337
Tupala;337
Verronen;337
Ahtonen;336
Arpiainen;336
Fröberg;336
Luukka;336
Mauno;336
Pihlström;336
Wahlman;336
Vääräniemi;336
Kuusniemi;335
Levola;335
Maijanen;335
Maksimainen;335
Mättö;335
Uuttu;335
Flyktman;334
Karvanen;334
Lumijärvi;334
Mäntymäki;334
Rosti;334
Åhman;334
Einola;333
Hoikka;333
Huikko;333
Michelsson;333
Tiilikka;333
Fager;332
Frisk;332
Kukkula;332
Markus;332
Rekilä;332
Riski;332
Saunamäki;332
Hiironen;331
Kuntsi;331
Laukkonen;331
Polojärvi;331
Renvall;331
Syväjärvi;331
Tanska;331
Alakärppä;330
Korkiamäki;330
Kuhanen;330
Typpö;330
Vataja;330
Hanhisuanto;329
Hellstén;329
Kraft;329
Ohvo;329
Parkkari;329
Argillander;328
Granström;328
Kaskela;328
Liljeqvist;328
Lähdekorpi;328
Manni;328
Salli;328
Tabell;328
Talvio;328
Ibrahim;327
Lampila;327
Moisander;327
Andersin;326
Himberg;326
Kalpio;326
Karell;326
Kähäri;326
Lakkala;326
Laulajainen;326
Linnala;326
Mäntysaari;326
Perttu;326
Rantakangas;326
Sipari;326
Vahala;326
Vehniäinen;326
Hamari;325
Högström;325
Korppi;325
Kyyrö;325
Kälkäjä;325
Riihijärvi;325
Sankala;325
Toppila;325
Väkevä;325
Auer;324
Karhinen;324
Marttala;324
Meuronen;324
Persson;324
Saariniemi;324
Tykkyläinen;324
Hurtig;323
Häyhä;323
Kettula;323
Näsi;323
Passi;323
Sand;323
Tulkki;323
Viklund;323
Anttalainen;322
Hanka;322
Hämeenniemi;322
Isojärvi;322
Jumisko;322
Kaukiainen;322
Koutonen;322
Leppäaho;322
Mohamud;322
Nordqvist;322
Paappanen;322
Patjas;322
Poskiparta;322
Tirri;322
Koivukoski;321
Lankila;321
Sarlin;321
Shemeikka;321
Tapani;321
Eklöf;320
Komonen;320
Kutvonen;320
Lähdemäki;320
Ollanketo;320
Palomaa;320
Talvensaari;320
Tietäväinen;320
Tomperi;320
Vihervuori;320
Ekola;319
Isomaa;319
Isoviita;319
Järvisalo;319
Kouvo;319
Rasila;319
Soppela;319
Varjus;319
Alhonen;318
Björkbacka;318
Hellén;318
Hiekkanen;318
Kola;318
Kurri;318
Nurmio;318
Purola;318
Putkinen;318
Renfors;318
Tiitto;318
Kotala;317
Pekki;317
Pippuri;317
Polvi;317
Puoskari;317
Rouvali;317
Tarvonen;317
Tattari;317
Backström;316
Haapalahti;316
Karila;316
Karjala;316
Lanki;316
Säntti;316
Jama;315
Kaipio;315
Paakkanen;315
Peräkylä;315
Pouttu;315
Tähti;315
Wilkman;315
Härö;314
Kirves;314
Myyry;314
Tenkanen;314
Yrjönen;314
Etelämäki;313
Huolman;313
Lemberg;313
Myyrä;313
Seikkula;313
Snickars;313
Haikala;312
Hyyrynen;312
Sakko;312
Salakari;312
Silvan;312
Soisalo;312
Stenström;312
Elfving;311
Kankaanranta;311
Niittynen;311
Sällinen;311
Dahlqvist;310
Koskenranta;310
Rikala;310
Åkerblom;310
Karlström;309
Kemi;309
Lax;309
Lehtisaari;309
Lunden;309
Nakari;309
Paavolainen;309
Parhiala;309
Paukkonen;309
Ranta-aho;309
Wahlström;309
Aspegren;308
Barck;308
Bragge;308
Kenttä;308
Kilkki;308
Mehto;308
Pihkala;308
Saharinen;308
Viiri;308
Kankkonen;307
Kohtamäki;307
Mäkisalo;307
Suurnäkki;307
Ahlroth;306
Kuusiniemi;306
Laulumaa;306
Nuorala;306
Pirttikoski;306
Qvist;306
Hyypiä;305
Inkiläinen;305
Koppanen;305
Majander;305
Merisalo;305
Piilola;305
Schmidt;305
Vilmi;305
Färm;304
Hyppänen;304
Manelius;304
Parkkali;304
Tasala;304
Alajoki;303
Hostikka;303
Korkeakoski;303
Rosvall;303
Salama;303
Väärälä;303
Kivikangas;302
Komi;302
Lotvonen;302
Nuuttila;302
Ojansivu;302
Olkkola;302
Parkko;302
Pitkäniemi;302
Saarikivi;302
Stoor;302
Vilkko;302
Yliniemi;302
Ahlholm;301
Burman;301
Halla-aho;301
Huittinen;301
Luusua;301
Määttälä;301
Tervala;301
Ylänen;301
Hälinen;300
Kauko;300
Silvasti;300
Svart;300
Taimi;300
Aula;299
Hjelm;299
Lehvonen;299
Marjeta;299
Marjomaa;299
Pitkämäki;299
Ahtinen;298
Hermansson;298
Huhtakangas;298
Kuusimäki;298
Tuura;298
Hemming;297
Mäkiniemi;297
Pönni;297
Raitala;297
Takkula;297
Tuori;297
Björklöf;296
Huumonen;296
Khan;296
Känsälä;296
Oikkonen;296
Paakkonen;296
Parantainen;296
Saikko;296
Suortti;296
Toivari;296
Vihervaara;296
Lagerström;295
Müller;295
Suomala;295
Taivainen;295
Yliluoma;295
Arkko;294
Avikainen;294
Heimo;294
Hosio;294
Mertaniemi;294
Papunen;294
Rasinkangas;294
Rautava;294
Ruotsala;294
Haaja;293
Hautaviita;293
Holttinen;293
Malmivaara;293
Närvä;293
Osman;293
Piilonen;293
Riissanen;293
Hiukka;292
Hopponen;292
Jonsson;292
Juuso;292
Jylkkä;292
Kautiainen;292
Mankki;292
Rauhamäki;292
Ryytty;292
Tapiola;292
Wahlsten;292
Carlson;291
Jaakkonen;291
Kartano;291
Mukkala;291
Mustakallio;291
Pyyhtiä;291
Filppula;290
Furu;290
Kiukkonen;290
Kukkohovi;290
Palmén;290
Parttimaa;290
Renlund;290
Savander;290
Storbacka;290
Sulander;290
Säily;290
Taavila;290
Haka;289
Pitkonen;289
Airio;288
Heiniö;288
Köngäs;288
Nybacka;288
Rundgren;288
Streng;288
Särkijärvi;288
Ahlroos;287
Haukijärvi;287
Jensen;287
Maaninka;287
Puurula;287
Puusaari;287
Riipi;287
Vesamäki;287
Volotinen;287
Ihanus;286
Juurakko;286
Kaarakainen;286
Kalmari;286
Pitkäaho;286
Puhakainen;286
Ramstedt;286
Siltakoski;286
Uusikartano;286
Gustavsson;285
Hara;285
Hietaranta;285
Hällfors;285
Illman;285
Puukko;285
Siukola;285
Strandman;285
Vahtola;285
Wikberg;285
Korhola;284
Leppiniemi;284
Luomanen;284
Muuri;284
Nykvist;284
Rasilainen;284
Talka;284
Tarkka;284
Tulokas;284
Villa;284
Kuiri;283
Lautamäki;283
Lemettinen;283
Muukka;283
Muurimäki;283
Paasikivi;283
Ristilä;283
Rosenström;283
Sundvall;283
Toivo;283
Tolkki;283
Tuorila;283
Vinni;283
Ikkala;282
Johnson;282
Kesseli;282
Pimiä;282
Punkari;282
Rajakangas;282
Sahlström;282
Siikanen;282
Söderblom;282
Yrttiaho;282
Hult;281
Kejonen;281
Merilä;281
Nironen;281
Näätänen;281
Pirttinen;281
Tetri;281
Turkulainen;281
Andelin;280
Kiviluoto;280
Muilu;280
Sokura;280
Stenroth;280
Ylikangas;280
Anderson;279
Heikinheimo;279
Huttula;279
Ilmarinen;279
Lamppu;279
Melander;279
Natri;279
Qvick;279
Saira;279
Valle;279
Ylikulju;279
Halttu;278
Isberg;278
Junnola;278
Kuusjärvi;278
Leppinen;278
Lipiäinen;278
Lokka;278
Piirto;278
Tarkkonen;278
Hälikkä;277
Kankaala;277
Kuivala;277
Luukinen;277
Pajukoski;277
Peuhkuri;277
Sankari;277
Tunturi;277
Wik;277
Hirviniemi;276
Jaakonsaari;276
Kontunen;276
Lipasti;276
Muona;276
Niemi-Korpi;276
Rovio;276
Runtti;276
Svensk;276
Tervola;276
Vartio;276
Westerback;276
Aapro;275
Hacklin;275
Huikari;275
Juurinen;275
Keurulainen;275
Lalli;275
Parpala;275
Raudasoja;275
Riihiaho;275
Saarenmaa;275
Tulla;275
Bister;274
Engberg;274
Katajainen;274
Kelkka;274
Koivulahti;274
Kuortti;274
Lang;274
Mykrä;274
Mylly;274
Suokko;274
Toivakka;274
Torkkel;274
Vuohelainen;274
Haikka;273
Hallberg;273
Hästbacka;273
Loisa;273
Martinmäki;273
Ohtamaa;273
Ojajärvi;273
Romu;273
Ulvinen;273
Korkeakangas;272
Latvakoski;272
Nurro;272
Näsman;272
Pitkäkangas;272
Salmelin;272
Salonpää;272
Silvast;272
Turkka;272
Turtinen;272
Vilmunen;272
Kokkarinen;271
Malmsten;271
Pauna;271
Wargh;271
Haukkala;270
Karvo;270
Kesäläinen;270
Mönttinen;270
Ronkanen;270
Wikholm;270
Eilola;269
Hirn;269
Jokipii;269
Kaiponen;269
Kalliomaa;269
Louko;269
Musakka;269
Mustakangas;269
Rahja;269
Suopanki;269
Varpula;269
Villikka;269
Heinikoski;268
Mentula;268
Nisonen;268
Omar;268
Pyrrö;268
Sohlberg;268
Vehkaoja;268
Vierula;268
Väätänen;268
Ahvenjärvi;267
Forstén;267
Hauru;267
Hedberg;267
Hirvensalo;267
Jormalainen;267
Kerkelä;267
Rinta;267
Seilonen;267
Särkiniemi;267
Ekroos;266
Isohanni;266
Kuusi;266
Kärkäs;266
Loukusa;266
Marjala;266
Nukarinen;266
Tuohino;266
Viholainen;266
Granfors;265
Granö;265
Huhtaniemi;265
Johnsson;265
Lakanen;265
Martti;265
Merta;265
Nikkonen;265
Poikkimäki;265
Rontti;265
Savilaakso;265
Kolmonen;264
Korri;264
Kärkinen;264
Laurinen;264
Paakkola;264
Silfverberg;264
Wester;264
Wiberg;264
Vähänen;264
Haiko;263
Haveri;263
Kupila;263
Nerg;263
Torkko;263
Uusitupa;263
Wegelius;263
Vuokko;263
Holkko;262
Juva;262
Lihavainen;262
Liuski;262
Mikander;262
Moisala;262
Myntti;262
Nokkala;262
Pere;262
Wirtanen;262
Ekblom;261
Härmälä;261
Janatuinen;261
Kaattari;261
Keskimäki;261
Lehmuskoski;261
Martikkala;261
Nopanen;261
Pannula;261
Paulamäki;261
Pyysalo;261
Ruokola;261
Taina;261
Tervamäki;261
Ylätalo;261
Hallikas;260
Heiskala;260
Knaapi;260
Lähteinen;260
Merikanto;260
Niskakangas;260
Näveri;260
Peuraniemi;260
Pöyhtäri;260
Rauta;260
Vihanto;260
Wright;260
Vuorimaa;260
Hanhinen;259
Happo;259
Lintala;259
Nurkka;259
Päiväniemi;259
Sneck;259
Uusimaa;259
Bergqvist;258
Hammarberg;258
Kesänen;258
Kojola;258
Murtola;258
Niukkanen;258
Rankinen;258
Saalasti;258
Salojärvi;258
Suvinen;258
Tavi;258
Termonen;258
Ylikotila;258
Aunola;257
Haara;257
Lammassaari;257
Ranua;257
Siro;257
Vesikko;257
Farah;256
Gummerus;256
Höök;256
Ilmanen;256
Kaitila;256
Koukkula;256
Kouva;256
Känkänen;256
Nikka;256
Saariaho;256
Tauru;256
Wilson;256
Havu;255
Hirvinen;255
Kaarto;255
Leimu;255
Muotka;255
Patama;255
Pirttilahti;255
Risto;255
Talikka;255
Vaskelainen;255
Haatanen;254
Kaljunen;254
Korkka;254
Levander;254
Nauha;254
Niskasaari;254
Nuutila;254
Näsänen;254
Pelander;254
Puuronen;254
Päätalo;254
Tala;254
Turku;254
Tähkäpää;254
Ansamaa;253
Haga;253
Hannola;253
Hautajärvi;253
Joona;253
Jyrinki;253
Kajan;253
Kuusijärvi;253
Lampén;253
Maunuksela;253
Nordgren;253
Pentinmäki;253
Prittinen;253
Selander;253
Hienonen;252
Kiema;252
Kononen;252
Malo;252
Mämmi;252
Pasi;252
Pohto;252
Räinä;252
Saraste;252
Arvela;251
Hiipakka;251
Koukku;251
Lohtander;251
Mustola;251
Pyhäjärvi;251
Pöysä;251
Rasku;251
Saarto;251
Stenlund;251
Talonpoika;251
Tähkänen;251
Vierelä;251
Ylisirniö;251
Ylöstalo;251
Allén;250
Ekblad;250
Herlevi;250
Karén;250
Kerman;250
Laihanen;250
Laisi;250
Leander;250
Lillqvist;250
Nätynki;250
Pihlman;250
Pitko;250
Rättö;250
Stenbacka;250
Tella;250
Viikari;250
Brusila;249
Ehrnrooth;249
Esko;249
Grönman;249
Honkavaara;249
Jokikokko;249
Jokimies;249
Kuivamäki;249
Pukkinen;249
Pylväs;249
Tiira;249
Tuupanen;249
Alhainen;248
Eeva;248
Herttuainen;248
Isometsä;248
Kavander;248
Kristo;248
Käkönen;248
Kärppä;248
Meri;248
Muinonen;248
Pokka;248
Värri;248
Alava;247
Björkell;247
Kalliosaari;247
Linnanmäki;247
Markkola;247
Sakki;247
Santalahti;247
Haltia;246
Junnikkala;246
Kortesoja;246
Kouri;246
Marila;246
Matila;246
Palmunen;246
Parjanen;246
Rajalin;246
Santamäki;246
Vehmaa;246
Vilponen;246
Grandell;245
Haimakainen;245
Huuki;245
Kytönen;245
Kälviäinen;245
Lenkkeri;245
Niemonen;245
Rahikkala;245
Rosqvist;245
Vainonen;245
Abrahamsson;244
Ampuja;244
Föhr;244
Huoponen;244
